id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
485891,291075,BA,FÁTIMA,POSTO DO CADASTRO ÚNICO,,,JOSÉ SARNEY 10,10,,PRÓXIMO A MATERNIDADE MARIA JOVITA,CENTRO,48415000,"-10.59655904649444\,-38.21542739868165",2023-01-06T04:57:16.696Z
485892,420280,SC,BRAÇO DO NORTE,SETOR CADASTRO ÚNICO,,,FELIPE SCHMIDT 2596,2596,,,CENTRO,88750000,"-28.28051713827294\,-49.162101745605476",2023-01-06T04:57:16.774Z
485893,420900,SC,JOAÇABA,POSTO DE CADASTRAMENTO - CADASTRO ÚNICO,,,MANOEL QUINTILHAM MORGADE 86,86,anexo ao CREAS,,Santa Tereza,89600000,"-27.168570848418696\,-51.49912655353547",2023-01-06T04:57:16.696Z
485894,290265,BA,BANZAÊ,POSTO CADASTRO UNICO,,,EMANCIPAÇÃO 755,755,,,CENTRO,48405000,"-10.585000554150119\,-38.61254453659058",2023-01-06T04:57:16.774Z
485896,280270,SE,ILHA DAS FLORES,CadÚnico,,,SANTO ANTONIO 133,133,,,CENTRO,49990000,"-10.436\,-36.54",2023-01-06T04:57:16.696Z
485898,290980,BA,CRUZ DAS ALMAS,Prefeitura de Cruz das Almas,,,RUBENS DE OLIVEIRA 85,85,,RUA AO LADO DO ANTIGO RESTAURANTE ABSINTO,Centro,44380000,"-12.674898712162113\,-39.1080129146576",2023-01-06T04:57:16.696Z
485899,231320,CE,TAMBORIL,CADASTRO ÚNICO,,,PRAÇA FLAVIO VASCONCELO 190,190,CENTRO DE ARTESANATO,SECRETARIA DE SAÚDE,CENTRO,63750000,"-4.92731006410715\,-40.3359226673581",2023-01-06T04:57:16.696Z
485900,130330,AM,NOVO ARIPUANÃ,CADASTRO ÚNICO,,,Cônego Bento 90,90,,,Japiim,69260000,"-5.124755407942254\,-60.37583827972412",2023-01-06T04:57:16.864Z
485901,353660,SP,PAULO DE FARIA,Cadastro Único,,,Bom Jesus 1020,1020,,,Centro,15490000,"-20.031\,-49.383",2023-01-06T04:57:16.696Z
485902,315270,MG,PRADOS,Posto de Atendimento - Cadastro Único,,,MAGALHAES GOMES 216,216,,,CENTRO,36320000,"-21.058\,-44.08",2023-01-06T04:57:16.774Z
485903,291820,BA,JIQUIRIÇÁ,Posto do Cadastro Unico,,,LOURIVAL JACOBINO DE BRITO 01,01,CASA,,CENTRO,45470000,"-13.257\,-39.572",2023-01-06T04:57:16.696Z
485904,230465,CE,GRAÇA,POSTO DO CADASTRO UNICO,,,RUA JOSE CANDIDO DE CARVALHO 00,00,,,CENTRO,62365000,"-4.045289962915042\,-40.75178861618043",2023-01-06T04:57:16.696Z
485905,231335,CE,TEJUÇUOCA,Posto do Cadastro Único do Município de Tejuçuoca,,,Alfredo Pinto de Mesquita 480,480,,,CENTRO,62610000,"-3.9891598\,-39.5794877",2023-01-06T04:57:16.774Z
485906,420120,SC,ANTÔNIO CARLOS,Posto do Cadastro Unico,,,6 DE NOVEMBRO 260,260,ATRAS DO BOMBEIRO,ATRAS DO CORPO DE BOMBEIROS,CENTRO,88180000,"-27.517\,-48.768",2023-01-06T04:57:16.696Z
485907,291845,BA,JUCURUÇU,Posto de Atendimento do Cadastro Único,,,Armindo Vieira de Araujo 34,34,Casa,Próximo a Antiga Cesta do povo,Centro,45834000,"-16.84292898414206\,-40.15691220760346",2023-01-06T04:57:16.774Z
485910,270690,AL,PILAR,Central de Cadastramento do CadÚnico,,,Otacílio Cavalcante 00,00,,,Chã do Pilar,57150000,"-9.5972589873424\,-35.95646023750306",2023-01-06T04:57:16.774Z
485911,313230,MG,ITAIPÉ,SECRETARIA DE ASSISTÊNCIA SOCIAL- CADÚNICO,,,POMPÉIA 37,37,TERREO,PRÓXIMO A IGREJA QUADRANGULAR.,CENTRO,39815000,"-17.401854938788436\,-41.670241355896",2023-01-06T04:57:16.696Z
485912,500568,MS,MUNDO NOVO,CADÚNICO,,,Campo Grande 2095,2095,salão,,São Jorge,79980000,"-23.93876530416819\,-54.289790154289236",2023-01-06T04:57:16.774Z
485913,270010,AL,ÁGUA BRANCA,POSTOS DO CADASTRO ÚNICO- CADÚNICO,,,SANTO ANTONIO 30,30,CASA,,CENTRO,57490000,"-9.261899147816926\,-37.93804407119752",2023-01-06T04:57:16.774Z
485914,210570,MA,LAGO DA PEDRA,CADASTRO UNICO,,,EUCLIDES PEREIRA 00,00,,,PLANALTO,65715000,"-4.556211799602033\,-45.12698650360108",2023-01-06T04:57:16.774Z
485916,314120,MG,MATUTINA,CADASTRO UNICO,,,JOSE LONDE FILHO 329,329,,PREFEITURA MUNICIPAL DE MATUTINA,CENTRO,38870000,"-19.22211869300114\,-45.97175359725953",2023-01-06T04:57:17.039Z
485917,251210,PB,POMBAL,Posto do Cadastro Único,,,Domingos de Medeiros 0,0,,"Próximo a Secretaria de Infraestrutura ",Centro,58840000,"-6.770370888180249\,-37.79835462570191",2023-01-06T04:57:16.774Z
485918,313110,MG,INIMUTABA,Posto Cadastro Unico,,,Luis Dias de Carvalho 41,41,,PERTO PADARIA DO LIANO,Centro,39243000,"-18.729400392129023\,-44.360089302062995",2023-01-06T04:57:16.774Z
485919,210596,MA,LAGOA GRANDE DO MARANHÃO,POSTO DO CADASTRO ÚNICO,,,1 DE MAIO 00,00,,,CENTRO,65718000,"-4.812779343529653\,-45.32946109771729",2023-01-06T04:57:16.774Z
485921,315720,MG,SANTA BÁRBARA,Cadastro Único,,,Iveta Moreira dos Santos Novais 194,194,,Prédio CEDESP. Ao lado da praça XX.,São Vicente,35960000,"-19.972945811849197\,-43.406703472116995",2023-01-06T04:57:16.864Z
485922,354380,SP,RINÓPOLIS,Posto do Cadastro Unico,,,Rinopolis 120,120,Sala 02,Antigo prédio do terminal rodoviário,Centro,17740000,"-21.72638425822366\,-50.72261095046997",2023-01-06T04:57:16.864Z
485923,231220,CE,SANTA QUITÉRIA,"POSTO CADASTRO ÚNICO SANTA QUITÉRIA ",,,Monsenhor Furtado 00,00,,"Autoescola Excelência ",Centro,62280000,"-4.335424369164929\,-40.15390276908875",2023-01-06T04:57:16.774Z
485924,311320,MG,CARANDAÍ,Cadastro Único para Programas Sociais do Governo Federal,,,Barão de Santa Cecília 68,68,,,Centro,36280000,"-20.95254965\,-43.80598130560402",2023-01-06T04:57:16.774Z
485925,420380,SC,CANOINHAS,Posto do Cadastro Único,,,3 de maio 146,146,,,Centro,89460058,"-26.176391443277485\,-50.39514541625977",2023-01-06T04:57:16.774Z
485926,431060,RS,ITAQUI,Cadastro Unico,,,Castelo Branco 1985,1985,,Ginásio Castelão,Cidade Alta,97650000,"-29.12969003435171\,-56.547167301177986",2023-01-06T04:57:16.774Z
485927,314180,MG,MINAS NOVAS,Posto de Cadastro Único,,,Doutor Badaro 44,44,,"Próximo ao Ministério do Trabalho ",Centro,39650000,"-17.21765730057586\,-42.59626775977268",2023-01-06T04:57:16.774Z
485929,292895,BA,SÃO DOMINGOS,POSTO DO CADASTRO UNICO MUNICIPAL,,,GERVASIO POTASSIO DE LIMA 0,0,,Prédio da antiga Escola Rafael Rios,CENTRO,48895000,"-11.464783909119465\,-39.52772498130799",2023-01-06T04:57:16.774Z
485930,313115,MG,IPABA,Posto de Cadastramento,,,OMAR COUTINHO 178,178,1º ANDAR,,CENTRO,35198000,"-19.414084123296117\,-42.42141008377076",2023-01-06T04:57:16.774Z
485931,314170,MG,MESQUITA," Setor Bolsa Família Mesquita",,,Getúlio Vargas 64,64,A,Em cima do Destacamento da Polícia Militar.,Centro,35116000,"-19.22074091251512\,-42.608875036239624",2023-01-06T04:57:16.945Z
485932,293220,BA,UBAITABA,Cadúnico Ubaitaba,,,Presidente Vargas 534,534,casa,,Centro,45545000,"-14.313872394521542\,-39.31843757629395",2023-01-06T04:57:17.039Z
485933,350940,SP,CAJURU,Posto do Cadastro ùnico,,,Vinte e oito de setembro 876,876,,,Centro,14240000,"-21.27461850856674\,-47.305927276611335",2023-01-06T04:57:16.945Z
485934,230427,CE,ERERÊ,"PREFEITURA DE ERERÉ- CADÚNICO ",,,RUA CAPITÃO DAMIÃO PORTO 400,400,PRÉDIO,"VIZINHO A ASSEMBLEIA DE DEUS ",FRANCISCO NOGUEIRA,63470000,"-6.0302674\,-38.3480597",2023-01-06T04:57:16.945Z
485935,261450,PE,SURUBIM,Posto do Cadastro Único,,,Rua Severino Clemente de Arruda 374,374,,,Centro,55750000,"-7.832\,-35.756",2023-01-06T04:57:17.039Z
485937,240380,RN,FLORÂNIA,Posto do Cadastro Único,,,ProfessoraEdil Medeiros 05,05,,Antigo Projeto Casulo,Paz e Amor,59335000,"-6.12537211896699\,-36.81033026070509",2023-01-06T04:57:16.945Z
485938,351680,SP,GASTÃO VIDIGAL,Prefeitura Gastão Vidigal Cadastro Único,,,José de Oliveira Marques 735,735,,ao lado do cras,Centro,15330000,"-20.796940659866465\,-50.18717765808106",2023-01-06T04:57:17.039Z
485939,317070,MG,VARGINHA," Posto de Cadastramento do Cad Único",,,Humberto Pizzo 999,999,,UAI VARGINHA,Jardim Petrópolis,37026280,"-21.5704341\,-45.4454324",2023-01-06T04:57:17.039Z
485941,241415,RN,TENENTE LAURENTINO CRUZ,Cadastro Único,,,MARCELINO CRUZ 552,552,,Próximo a CAERN,Centro,59338000,"-6.147488468741399\,-36.72043919563294",2023-01-06T04:57:16.945Z
485942,230120,CE,ARACOIABA," Posto do Cadastro Único de Aracoiaba - Ceará ",,,Avenida da Independência 00,00,,PRÓXIMO AO BANCO BRADESCO,Centro,62750000,"-4.37267435951472\,-38.8089144229889",2023-01-06T04:57:16.774Z
485943,230490,CE,GROAÍRAS,"Cadastro Único ",,,Princesa Isabel 1520,1520,,"Prédio do Fórum ",Capitão José Linhares,62190000,"-3.917178405545769\,-40.38812667131425",2023-01-06T04:57:16.774Z
485944,510840,MT,VÁRZEA GRANDE,POSTO DO CADASTRO ÚNICO DA SECRETARIA DE ASSISTÊNCIA SOCIAL DE VG,,,CASTELO BRANCO 2500,2500,,SMAS VG,AGUA LIMPA,78110200,"-15.664786013946973\,-56.13260507583619",2023-01-06T04:57:16.945Z
485945,251398,PB,SÃO FRANCISCO,Posto de Atendimento do CadÚnico e Bolsa família,,,Antonio Araújo da Silva 0,0,,Saída para o Sitio Sotero,Centro,58818000,"-6.619\,-38.094",2023-01-06T04:57:16.774Z
485947,260810,PE,JOÃO ALFREDO,CADÚNICO | BOLSA FAMÍLIA JOÃO ALFREDO\PE,,,SEVERINO ADRIÃO GOMES DA SILVA 38,38,CASA,,BOA VISTA,55720000,"-7.8601243246462404\,-35.58987736701966",2023-01-06T04:57:16.945Z
485948,230395,CE,CHOROZINHO,POSTO DO CADASTRO ÚNICO DE CHOROZINHO,,,AVENIDA RAIMUNDO SIMPLÍCIO DE CARVALHO 24,24,,EM FRENTE A IGREJA MATRIZ,CENTRO,62875000,"-4.29880376350715\,-38.498861789703376",2023-01-06T04:57:16.945Z
485949,260550,PE,FERREIROS,CADUNICO,,,Rua Júlio Veloso 74,74,CASA,Ao lado da Farmácia Santa Eugenia,CENTRO,55880000,"-7.44824837416553\,-35.24338722221729",2023-01-06T04:57:16.774Z
485950,292560,BA,PRESIDENTE DUTRA,Posto CadSUAS,,,São Gabriel 226,226,prédio,Antiga prédio da prefeitura,CENTRO,44930000,"-11.293967751937663\,-41.98558330533842",2023-01-06T04:57:16.774Z
485951,210670,MA,MIRADOR,Cadasto Unico e Bolsa Familia,,,GERALDO SA 05,05,predio,,CENTRO,65850000,"-6.372740852033112\,-44.361623525619514",2023-01-06T04:57:16.774Z
485952,315220,MG,PORTEIRINHA,Posto do Cadastro Único,,,Major Fidêncio Cangussu 195,195,,,Centro,39520000,"-15.743072414844757\,-43.02789777517319",2023-01-06T04:57:17.039Z
485953,230680,CE,JAGUARIBARA,CADASTRO ÚNICO/BOLSAFAMILIA,,,PERGENTINO ALMINO PINHEIRO 00,00,,,CENTRO,63490000,"-5.4606978\,-38.4611154",2023-01-06T04:57:16.774Z
485954,311530,MG,CATAGUASES,Cadastro Único e Programa Bolsa Família,,,MAJOR VIERA 212,212,,,CENTRO,36770060,"-21.39032614430109\,-42.69437313079834",2023-01-06T04:57:16.945Z
485955,270840,AL,SÃO JOSÉ DA TAPERA,Postos do Cadastro Único,,,ELÓI RODRIGUES LIMA 0,0,,Por trás da UBS Jorge Luiz,Centro,57445000,"-9.558697524352405\,-37.38212943077088",2023-01-06T04:57:16.774Z
485957,317100,MG,VAZANTE,POSTO DE CADASTRAMENTO,,,OSORIO SOARES 600,600,,,INDEPENDENCIA,38780000,"-17.99069290273759\,-46.902737617492676",2023-01-06T04:57:16.945Z
485958,312125,MG,DELTA,Posto do Cadastro Único de Delta,,,Delphina Zago 35,35,,Próximo a Usina Delta,Centro,38108000,"-19.977\,-47.771",2023-01-06T04:57:16.774Z
485959,311870,MG,COQUEIRAL,"Posto de cadastramento ",,,Ana neri 109,109,,"Prefeitura Municipal de Coqueiral ",Vila Sônia,37235000,"-21.19127421290777\,-45.437521934509284",2023-01-06T04:57:16.774Z
485960,230870,CE,MORADA NOVA,POSTO DO CADASTRO ÚNICO - CADÚNICO,,,rua antônio de castro 0,0,,"ao lado do canal da várzea ",centro,62940000,"-5.107\,-38.373",2023-01-06T04:57:16.696Z
485961,291300,BA,IBITIARA,Cadastro Único,,,Francisco Castorino de Abreu 13,13,,Próximo ao Mercado Municipal,centro,46700000,"-12.651937474526445\,-42.21447229385377",2023-01-06T04:57:16.945Z
485962,292593,BA,QUIXABEIRA,Cadastro Único - Quixabeira,,,CRUZEIRO DO SUL 190,190,,,CENTRO,44713000,"-11.412\,-40.128",2023-01-06T04:57:16.945Z
485965,315380,MG,QUELUZITO,Cadastro Único,,,Francisco Osvaldo Albuquerque 225,225,,,Leozina Albuquerque,36424000,"-20.74610110157311\,-43.88254880905152",2023-01-06T04:57:16.696Z
485966,251390,PB,SÃO BENTO,Posto de Cadastro Único,,,FREI DAMIÃO DE BOZZANO 00,00,,,DÃO SILVEIRA,58865000,"-6.4958037036492495\,-37.453658580780036",2023-01-06T04:57:16.945Z
485967,240780,RN,MONTE ALEGRE,Cadastro Único - Monte Alegre,,,João de Paiva 00,00,,,Centro,59182000,"-6.067564276859871\,-35.33421993255616",2023-01-06T04:57:16.945Z
485969,240760,RN,MESSIAS TARGINO,Setor Cadastro Único,,,Miguel Arcanjo de Almeida 485,485,Centro Administrativo,,centro,59775000,"-6.075843149669999\,-37.51273155212403",2023-01-06T04:57:16.774Z
485970,420950,SC,LAURENTINO,Cadastro Unico,,,Paulo Possamai 290,290,Casa da Cidadania,EEB Tereza Cristina,Centro,89170000,"-27.219429816349006\,-49.73534345626831",2023-01-06T04:57:16.945Z
485971,240850,RN,OURO BRANCO,SETOR DO CADASTRO ÚNICO DE OURO BRANCO/RN,,,JOÃO MELQUIADES 122,122,,NA SECRETARIA DE ASSISTENCIA SOCIAL,CENTRO,59347000,"-6.703768031086249\,-36.94446802139283",2023-01-06T04:57:16.774Z
485973,270920,AL,TRAIPU,"Cadastro Único - Traipu/AL ",,,VEREADOR JOÃO CAVALCANTE 181,181,,,CENTRO,57370000,"-9.97035388653561\,-37.00450658800265",2023-01-06T04:57:16.945Z
485974,231123,CE,POTIRETAMA,SETOR CADASTRO ÚNICO E BOLSA FAMILIA,,,RUA RAIMUNDO BATISTA DE MELO 98,98,,,CENTRO,62990000,"-5.667405608358163\,-38.2510256767273",2023-01-06T04:57:16.774Z
485975,210215,MA,BREJO DE AREIA,SEMAS/POSTO CADUNICO,,,SANTIAGO 5,5,,PREDIO DA SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL - antigo CRAS,CENTRO,65315000,"-4.3349857454446425\,-45.58259725570679",2023-01-06T04:57:16.945Z
485976,230850,CE,MOMBAÇA,CADASTRO UNICO,,,RUA JOSE FRUTUOSO DE SA BENEVIDES 241,241,,,CENTRO,63610000,"-5.743758096126411\,-39.62528228759766",2023-01-06T04:57:16.945Z
485977,230125,CE,ARARENDÁ,POSTO DE CADASTRO UNICO,,,FRANCISCO MOURÃO LIMA 00,00,,PRÓXIMO AO CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL.,CENTRO,62210000,"-4.750961139474275\,-40.83137512207032",2023-01-06T04:57:16.696Z
485978,291770,BA,JAGUARARI,"Posto de Atualização do CAD Único e Bolsa Família ",,,Custodio Barbosa 00,00,,,Centro,48960000,"-10.26\,-40.196",2023-01-06T04:57:16.696Z
485979,290400,BA,BONINAL,Posto de Atendimento do CadUnico,,,Avenida Brito 159,159,casa,Próximo a Farmácia Boninal,centro,46740000,"-12.702\,-41.828",2023-01-06T04:57:16.864Z
485980,311860,MG,CONTAGEM,Prefeitura Aqui,,,Severino Ballesteros 850,850,G3,,Cabral,32110005,"-19.8749641\,-44.0319059",2023-01-06T04:57:16.696Z
485981,313867,MG,LUISBURGO,Cadastro Único,,,Abílio de Souza Portes 105,105,,,Centro,36923000,"-20.441289088008286\,-42.1042013168335",2023-01-06T04:57:16.774Z
485983,150130,PA,BARCARENA,Central de Atendimento Cadastro Único,,,Frederico Vasconcelos 509,509,,Entre as ruas Gabriel Furtado e Prefeito Laurival Campos Cunha. Próximo a escola José Maria Machado.,Centro,68445000,"-1.509588317903483\,-48.623567819595344",2023-01-06T04:57:16.945Z
485984,290327,BA,BARROCAS,Cadastro Único - Barrocas,,,SANTA ROSA 151,151,,,CENTRO,48705000,"-11.529\,-39.078",2023-01-06T04:57:16.696Z
485986,316520,MG,SÃO THOMÉ DAS LETRAS,Posto de Cadastramento,,,Rua marcionilio Ribeiro costa 190,190,casa,Próximo a Escola José Cristiano Alves,Centro,37408000,"-21.72282610828798\,-44.98512983322144",2023-01-06T04:57:16.864Z
485987,313440,MG,ITURAMA,"POSTO DE ATENDIMENTO DO CADASTRO UNICO ",,,ITUIUTABA 1083,1083,ao lado corpo bombeiros,,CENTRO,38280000,"-19.728\,-50.196",2023-01-06T04:57:16.945Z
485988,351900,SP,HERCULÂNDIA,Posto Cadastro Unico,,,Euclides da Cunha 308,308,,,centro,17650000,"-22.004672337563992\,-50.3875494003296",2023-01-06T04:57:16.696Z
485989,250810,PB,LAGOA,CADASTRO UNICO E PBF,,,IZABEL PEREIRA 00,00,PREDIO,,CENTRO,58835000,"-6.591414402486336\,-37.9140329360962",2023-01-06T04:57:16.774Z
485992,120040,AC,RIO BRANCO,DIVISÃO DE CADASTRO ÚNICO E AUXILIO BRASIL,,,RUA DO AVIARIO 972,972,,,AVIARIO,69900854,"-9.963524871524163\,-67.80778884887697",2023-01-06T04:57:16.864Z
485993,231350,CE,TRAIRI,Cadastro Unico,,,Professor João Veronica 98,98,,,Centro,62690000,"-3.2771799544139943\,-39.265952110290534",2023-01-06T04:57:16.945Z
485995,292937,BA,SÃO JOSÉ DO JACUÍPE,Cadastro Único - São José do Jacuípe,,,CERQUEIRA 0,0,,,CENTRO,44698000,"-11.503988988750182\,-40.0235044949659",2023-01-06T04:57:16.945Z
485996,313460,MG,JABOTICATUBAS,Atendimento Cadastro Único,,,Benedito Quintino 438,438,,Em frente aos Correios,Centro,35830000,"-19.514\,-43.745",2023-01-06T04:57:17.039Z
485997,270250,AL,DOIS RIACHOS,Prefeitura de Dois Riachos/AL Cadastro Único e PBF,,,Frei Damião de Bozzano 180,180,,,Centro,57560000,"-9.388190915558434\,-37.089998722221935",2023-01-06T04:57:17.039Z
485999,292660,BA,RIBEIRA DO POMBAL,CADASTRO ÚNICO,,,OLIVEIRA BRITO 0,0,,PRÉDIO DA SECRETARIA DE ASSISTÊNCIA SOCIAL,CENTRO,48400000,"-10.836382955341067\,-38.54254961013795",2023-01-06T04:57:16.774Z
486000,290040,BA,ÁGUA FRIA,Cadastro Único - Água Fria,,,13 de Julho 36,36,,,Centro,48170000,"-11.867\,-38.767",2023-01-06T04:57:16.774Z
486002,230900,CE,MUCAMBO,POSTO DO CADASTRO UNICO,,,CONTRUTOR GONÇALO VIDAL 0,0,,,CENTRO,62170000,"-3.9091050467448247\,-40.74578046798707",2023-01-06T04:57:16.945Z
486004,230810,CE,MAURITI,POSTO DO CADASTRO ÚNICO MUNICIPAL,,,JOSÉ LEITE DA COSTA 00,00,ANTIGO CSU,VIZINHO AO CENTRO EDUCACIONAL DE MAURITI - CEM,SERRINHA,63210000,"-7.385981481715766\,-38.77274751663208",2023-01-06T04:57:16.774Z
486007,260410,PE,CARUARU,SEDE DO CADASTRO ÚNICO,,,RUA ARMANDO DAFONTE 197,197,,,MAURÍCIO DE NASSAU,55012025,"-8.280650095708852\,-35.9729826450348",2023-01-06T04:57:16.945Z
486008,350280,SP,ARAÇATUBA,Posto de Atendimento - Orgão Gestor,,,Francisco Braga 414,414,,,Vila Bandeirantes,16015560,"-21.2166099\,-50.4431867",2023-01-06T04:57:16.945Z
486009,291580,BA,ITAMBÉ,Posto de Cadastro do Cadúnico,,,Dom Pedro II 0,0,,"Próximo a Loja o Boticário ",Centro,45140000,"-15.244812457432285\,-40.62512397766114",2023-01-06T04:57:16.945Z
486010,230150,CE,ARNEIROZ,Posto do cadastro Único,,,Antonio Loureiro Lino 12,12,,"Próximo ao Fórum ",Centro,63670000,"-6.321741168131209\,-40.1620620488302",2023-01-06T04:57:16.774Z
486012,316295,MG,SÃO JOSÉ DA LAPA," Posto do Cadastro Único",,,Pedro Firmino Barbosa 176,176,,,Centro,33350000,"-19.699935484274288\,-43.960984647274024",2023-01-06T04:57:16.774Z
486013,230500,CE,GUARACIABA DO NORTE,Cadastro Único,,,Monsenhor Furtado 539,539,,PREDIO DA SECRETARIA DE ASSISTÊNCIA SOCIAL,Centro,62380000,"-4.161405\,-40.7514118",2023-01-06T04:57:16.945Z
486014,110004,RO,CACOAL,CAD ÚNICO,,,Guaporé 3338,3338,SEMAST,"SECRETARIA DE ASSISTÊNCIA SOCIAL SEMAST ",Jardim Clodoaldo,76965528,"-11.429152386007365\,-61.450341939926155",2023-01-06T04:57:16.774Z
486015,210660,MA,MATÕES,POSTO DO CADASTRO UNICO- CadUnico,,,RUA PRESIDENTE KENEDY 00,00,,,CENTRO,65645000,"-5.38858343080914\,-43.3074415935497",2023-01-06T04:57:17.039Z
486016,120080,AC,PORTO ACRE,Cadastro Único Assistência Social Porto Acre,,,Chico Rabelo km 60 013,013,predio na esquina da rua da prefeitura,em frente a Câmara Municipal de Vereadores,centro,69927000,"-9.59223407926626\,-67.54247546195985",2023-01-06T04:57:16.774Z
486017,431346,RS,NOVO XINGU,CadÚnico Novo Xingu,,,Vitor Hugo Borowsky 000,000,,Ao lado da Praça Municipal,Centro,99687000,"-27.74940488394233\,-53.0605959892273",2023-01-06T04:57:17.039Z
486018,330300,RJ,MIRACEMA,Posto de Atendimento do Distrito de Paraíso do Tobias,,,Praça Jacinto Lucas 40,40,Segundo distrito de Miracema,"Em frente à Praça, onde é ofertado o Serviço de Convivência e Fortalecimento de Vínculo.",Paraíso do Tobias,28460000,"-21.431008962295998\,-42.10171759128571",2023-01-06T04:57:17.039Z
486019,312070,MG,CRUZEIRO DA FORTALEZA,CADASTRO ÚNICO,,,PARAIBA 666,666,,,CENTRO,38735000,"-18.945613171269688\,-46.67301177978516",2023-01-06T04:57:16.945Z
486020,314740,MG,PARAOPEBA,Posto de Credenciamento do CadUnico de Paraopeba,,,Primeiro de Junho 114,114,Rua,Igreja Nossa Senhora do Carmo,Centro,35774000,"-19.276121617383094\,-44.40512359142304",2023-01-06T04:57:17.039Z
486021,315530,MG,RIO MANSO,Prefeitura Rio Manso Cad Único,,,Praça Fortunato Campos 46,46,Prédio,Prefeitura de Rio Manso,Centro,35485000,"-20.26606451783876\,-44.30898785591126",2023-01-06T04:57:17.039Z
486022,211150,MA,SÃO MATEUS DO MARANHÃO,"Posto de Cadastro Único - São Mateus ",,,Antonio Pereira Aragão 203,203,,Enfrente a Ultragas,Centro,65470000,"-4.032982447366073\,-44.46656227111817",2023-01-06T04:57:16.774Z
486023,130160,AM,FONTE BOA,POSTO CADASTRO ÚNICO,,,BOULEVARD ALVARO MAIA 260,260,,PREFEITURA MUNICIPAL DE FONTE BOA,SÃO FRANCISCO I,69670000,"-2.514739498113241\,-66.09986543655397",2023-01-06T04:57:17.039Z
486025,310710,MG,BOA ESPERANÇA,Secretaria de Promoção Social,,,Rua Wilson da Silveira Lemos 22,22,casa,,Centro,37170000,"-21.09623698981583\,-45.55964827537537",2023-01-06T04:57:16.774Z
486026,330300,RJ,MIRACEMA,Posto de Atendimento Central,,,Praça João Antônio Hassel 91,91,,"Antigo SENAC, próximo a OAB, Prédio compartilhado com a gestão da Secretaria Municipal de Assistência Social.",Centro,28460000,"-21.412307060206732\,-42.19450056552888",2023-01-06T04:57:17.039Z
486029,241030,RN,PRESIDENTE JUSCELINO,PREFEITURA SERRA CAIADA/CADÚNICO,,,JOÃO CAMILO DE ANDRADE 40,40,,,CENTRO,59245000,"-6.106205037942754\,-35.71005105972291",2023-01-06T04:57:16.696Z
486030,421660,SC,SÃO JOSÉ,Posto de Cadastro Unico,,,"Marginal da BR 101, km 202 3697",3697,anexo,junto a antiga cidade da criança,Areias,88113130,"-27.549029882800895\,-48.62068176269532",2023-01-06T04:57:17.039Z
486031,431848,RS,SÃO JOSÉ DO HORTÊNCIO,POSTO CADUNICO SÃO JOSÉ DO HORTÊNCIO,,,Trinta e Três 160,160,,Cras,Centro,95755000,"-29.52507295013191\,-51.24733686447144",2023-01-06T04:57:16.774Z
486032,230910,CE,MULUNGU,POSTO DO CADASTRO ÚNICO DE MULUNGU,,,Cel. Justino Café 372,372,PREDIO,,CENTRO,62764000,"-4.30615156222699\,-38.996551036834724",2023-01-06T04:57:16.774Z
486033,260990,PE,OURICURI,CADASTRO ÚNICO E PROGRAMA BOLSA FAMÍLIA,,,MASCARENHAS DE MORAES 00,00,,"CENTRO ADMINISTRATIVO DA PREFEITURA MUNICIPAL DE OURICURI. AO LADO DA RECEITA FEDERAL. ",RENASCENÇA,56200000,"-7.886413122416224\,-40.08740186680371",2023-01-06T04:57:17.039Z
486034,432149,RS,TOROPI,Posto do Cadastro Único,,,Rua Fernando Ferrari 235,235,,,Centro,97418000,"-29.478010634814737\,-54.22782897949219",2023-01-06T04:57:16.696Z
486035,292145,BA,MIRANTE,Cadastro Único,,,Praça Nossa Senhora Aparecida 44,44,,,Centro,45255000,"-14.166869868879445\,-40.75964212417603",2023-01-06T04:57:17.039Z
486036,291810,BA,JEREMOABO,"POSTO DE CADASTRAMENTO DE JEREMOABO ",,,Professora Antonia Meireles 10,10,Prédio,,Centro,48540000,"-10.067\,-38.35",2023-01-06T04:57:16.774Z
486037,240170,RN,BOM JESUS,PREFEITURA BOM JESUS/CADÚNICO,,,PRAÇA PADRE JOÃO MARIA 91,91,,,CENTRO,59270000,"-5.98310400452194\,-35.58068811893464",2023-01-06T04:57:16.774Z
486038,313753,MG,LAGOA GRANDE,Posto do Cadastro Único-Lagoa Grande/MG,,,Manoel Calango 172,172,Prefeitura,Prefeitura Municipal,Centro,38755000,"-17.836623047190134\,-46.52124166488648",2023-01-06T04:57:16.774Z
486040,351830,SP,GUARAREMA,Prefeitura Cadastro Unico,,,"Pedro de Toledo, 89",89,,,Centro,08900000,"-23.41662767587398\,-46.034367084503174",2023-01-06T04:57:16.774Z
486041,431250,RS,MOSTARDAS,CADASTRO ÚNICO,,,ANA AMÁLIA LEITE 406,406,,,vila norte,96270000,"-31.101070417496434\,-50.9150755405426",2023-01-06T04:57:16.774Z
